title,rank,total_ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5_star_ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,US_Sales,EU_Sales,JP_Sales,Global_Sales
MotoGP Racing '20,47,619717.0,10000000.0,4,0.8,1.6,0.0,GAME_RACING,401585,96573.0,51712,19328,50516,False,633939,63792,266028,871489
Earn to Die Lite,48,611439.0,10000000.0,4,0.1,0.3,0.0,GAME_RACING,434421,43582.0,29734,17096,86604,False,155393,554587,187043,37787
Garena Speed Drifters,49,577754.0,10000000.0,4,0.5,1.2,0.0,GAME_RACING,376407,52922.0,35205,20118,93100,False,964574,197284,577913,297177
Rally Racer Dirt,50,577204.0,50000000.0,4,0.1,0.3,0.0,GAME_RACING,394695,73535.0,38827,17438,52706,False,591936,791218,811501,420863
F1 Clash,51,559157.0,5000000.0,4,4.8,10.1,0.0,GAME_RACING,316445,126788.0,52399,16657,46866,False,494505,846610,90626,67569
Rally Fury - Extreme Racing,52,558462.0,50000000.0,4,4.4,10.1,0.0,GAME_RACING,409899,59875.0,29768,13972,44946,False,828725,948243,199571,935268
Racing Fever: Moto,53,549630.0,50000000.0,4,1.2,6004.4,0.0,GAME_RACING,393808,49832.0,30694,18239,57054,False,470527,948998,695157,90180
Real Drift Car Racing Lite,54,513359.0,10000000.0,4,0.1,0.2,0.0,GAME_RACING,381134,53191.0,30260,10921,37851,False,137416,358953,740524,897333
MadOut2 BigCityOnline,55,508166.0,10000000.0,4,3.8,8.3,0.0,GAME_RACING,347602,56038.0,29117,15751,59656,False,810025,141028,112399,173446
Ultimate Car Driving Simulator,56,503879.0,50000000.0,4,2.2,4.8,0.0,GAME_RACING,353448,45177.0,27142,16616,61494,False,191661,413637,240176,609266
Crazy for Speed,57,466732.0,10000000.0,4,1911.2,0.7,0.0,GAME_RACING,336061,39673.0,28533,15418,47044,False,68634,81661,623782,484247
Mad Skills Motocross 2,58,464730.0,10000000.0,4,0.2,0.4,0.0,GAME_RACING,319470,50982.0,29079,14405,50792,False,641129,888388,695977,350079
Real City Car Driver,59,445846.0,50000000.0,3,0.4,0.9,0.0,GAME_RACING,285166,27715.0,26917,17393,88652,False,483038,900541,340946,919998
Highway Rider Motorcycle Racer,60,430550.0,10000000.0,4,0.1,0.1,0.0,GAME_RACING,307739,37469.0,23631,10253,51456,False,288218,576255,484577,642207
Blocky Roads,61,426246.0,10000000.0,4,0.0,0.1,0.0,GAME_RACING,318741,42714.0,23542,8562,32684,False,726729,691462,91780,138995
Road Riot,62,423514.0,10000000.0,4,0.1,0.1,0.0,GAME_RACING,344341,24227.0,18914,8328,27702,False,840565,432479,392657,541447
Crash of Cars,63,419851.0,10000000.0,4,0.5,1.2,0.0,GAME_RACING,290888,48697.0,26055,13626,40581,False,605225,165941,68676,689531
Beach Buggy Racing 2,64,414528.0,10000000.0,4,2.9,6.1,0.0,GAME_RACING,299949,40563.0,19993,11806,42214,False,63054,328793,248879,884510
Real Racing 3,65,412241.0,10000000.0,4,0.2,0.5,0.0,GAME_RACING,293823,54620.0,19629,10774,33392,False,745353,292366,927940,797308
SUP Multiplayer Racing,66,407995.0,10000000.0,4,1.0,2.2,0.0,GAME_RACING,292915,34591.0,21351,12771,46364,False,769742,552593,143783,74536
KartRider Rush+,67,388123.0,10000000.0,3,2.1,3.6,0.0,GAME_RACING,239417,39274.0,26384,14498,68548,False,535799,705601,537714,803612
Hill Climb Racing 2,68,386128.0,100000000.0,4,0.2,0.4,0.0,GAME_RACING,271644,62888.0,20719,7568,23306,False,8430,215446,723749,266666
Boomerang Make and Race - Scooby-Doo Racing Game,69,380849.0,50000000.0,4,0.4,1.0,0.0,GAME_RACING,279496,26949.0,18355,13010,43037,False,87997,306652,512461,598826
Moto X3M Bike Race Game,70,365649.0,50000000.0,4,3.0,6.2,0.0,GAME_RACING,274639,29909.0,17419,10119,33559,False,370626,618369,696777,420604
Offroad Legends - Monster Truck Trials,71,350249.0,10000000.0,4,0.0,0.1,0.0,GAME_RACING,245205,41967.0,25508,10219,27348,False,330440,585650,89803,72001
Traffic Tour,72,349416.0,50000000.0,4,1.7,3.7,0.0,GAME_RACING,231141,28660.0,20999,12988,55625,False,262163,964153,843743,812877
Dubai Drift 2,73,337837.0,10000000.0,4,0.1,0.1,0.0,GAME_RACING,252463,22906.0,15694,7422,39350,False,494412,658262,70696,278217
Moto Wheelie,74,334069.0,5000000.0,4,0.1,0.1,0.0,GAME_RACING,281200,18440.0,11203,5233,17991,False,334354,164756,547348,665808
Mountain Climb 4x4 : Offroad Car Drive,75,330803.0,50000000.0,4,1702.5,1.0,0.0,GAME_RACING,221973,28431.0,18870,14015,47511,False,307253,765195,772313,504318
CarX Drift Racing 2,76,318474.0,10000000.0,4,4.5,9.5,0.0,GAME_RACING,247670,29860.0,12956,6483,21502,False,76626,741257,27799,693912
Zombie Squad,77,315332.0,10000000.0,4,0.1,0.1,0.0,GAME_RACING,220091,34171.0,21601,9439,30027,False,512956,714124,138695,834874
Crazy for Speed 2,78,312017.0,10000000.0,4,0.7,1.5,0.0,GAME_RACING,243498,24007.0,14244,6807,23458,False,869016,286298,460467,385281
Moto Racer 3D,79,310589.0,10000000.0,4,1358.2,2716.5,0.0,GAME_RACING,194685,34134.0,34664,14257,32847,False,639477,926200,251717,589354
Toy Truck Rally 3D,80,309939.0,50000000.0,4,0.0,0.1,0.0,GAME_RACING,229692,23871.0,20238,7614,28521,False,41954,175223,438162,650044
Truck Driver Cargo,81,308362.0,50000000.0,3,12602.3,0.7,0.0,GAME_RACING,193275,23624.0,19047,12841,59571,False,827603,277805,727646,902825
Demolition Derby 3,82,308175.0,10000000.0,4,4.3,8.9,0.0,GAME_RACING,250319,27125.0,11685,4164,14880,False,2433,462814,712149,602852
Top Drives – Car Cards Racing,83,303913.0,10000000.0,4,1.6,3.3,0.0,GAME_RACING,231744,30895.0,11515,6286,23470,False,272205,129962,167227,29564
Racing Limits,84,297540.0,50000000.0,4,1.1,2.4,0.0,GAME_RACING,211343,28447.0,16325,9459,31964,False,241871,626651,92854,159743
🚓🚦Car Driving School Simulator 🚕🚸,85,294097.0,10000000.0,4,0.9,1.9,0.0,GAME_RACING,204804,38467.0,16732,8251,25840,False,498901,211356,437613,555897
Race the Traffic,86,293250.0,50000000.0,4,0.1,0.1,0.0,GAME_RACING,185690,27186.0,24754,13961,41656,False,171389,3074,862745,698902
Redline Rush: Police Chase Racing,87,288581.0,10000000.0,4,0.0,0.1,0.0,GAME_RACING,210942,32264.0,18169,8367,18836,False,821630,490173,257997,247382
GT Racing 2: The Real Car Exp,88,285522.0,10000000.0,4,0.0,0.0,0.0,GAME_RACING,209958,33351.0,13914,7231,21065,False,739296,748932,64491,37200
Monster Truck Destruction™,89,284892.0,10000000.0,4,0.2,0.4,0.0,GAME_RACING,200210,26653.0,16790,8834,32403,False,381061,897305,16077,27742
Real Racing 3,90,284450.0,100000000.0,4,0.0,0.0,0.0,GAME_RACING,193903,44509.0,15942,8162,21931,False,123220,971079,949117,861738
MMX Hill Dash,91,283592.0,10000000.0,4,0.1,0.3,0.0,GAME_RACING,202256,41141.0,15071,5659,19463,False,299492,113288,238116,118558
Stickman Downhill Motocross,92,283127.0,10000000.0,4,0.0,0.0,0.0,GAME_RACING,205997,35802.0,17941,5514,17871,False,834401,369331,889924,83835
MOTO LOKO HD,93,282063.0,10000000.0,4,0.0,0.1,0.0,GAME_RACING,196521,27353.0,21819,7648,28719,False,524470,484300,831490,568576
Offroad Legends 2,94,281848.0,10000000.0,4,0.1,0.3,0.0,GAME_RACING,195324,38185.0,19227,7908,21201,False,478346,220568,802553,815064
DATA WING,95,281769.0,5000000.0,4,0.3,0.5,0.0,GAME_RACING,254416,15454.0,4525,2037,5334,False,13592,436830,538156,989498
Race the Traffic Moto,96,280605.0,10000000.0,4,0.0,0.0,0.0,GAME_RACING,188046,26619.0,24879,10609,30449,False,13683,517760,251436,572457
Epic Race 3D,97,280243.0,50000000.0,4,2.5,7.7,0.0,GAME_RACING,185132,28854.0,20922,12717,32615,False,234213,865031,818188,723606
Drift Max,98,273705.0,10000000.0,4,0.6,1.2,0.0,GAME_RACING,188833,29440.0,18180,8800,28450,False,884992,537063,80898,851948
City Driving 3D,99,272721.0,10000000.0,3,0.1,0.2,0.0,GAME_RACING,138933,22589.0,21760,15256,74182,False,185691,97449,168671,842973
Torque Burnout,100,271610.0,10000000.0,4,0.2,0.5,0.0,GAME_RACING,189031,25182.0,16212,9799,31385,False,682573,459062,939169,826972
Shadow Fight 3 - RPG fighting game,1,3170246.0,100000000.0,4,1.2,2.6,0.0,GAME_ROLE_PLAYING,2243868,353334.0,177840,84957,310244,False,965137,978065,609741,882053
AFK Arena,2,3126336.0,10000000.0,4,1.0,2.2,0.0,GAME_ROLE_PLAYING,2238968,619905.0,158568,31102,77791,False,37189,63536,514182,493559
Avakin Life - 3D Virtual World,3,3105550.0,50000000.0,4,1.0,2.2,0.0,GAME_ROLE_PLAYING,2198832,316726.0,170928,91523,327539,False,388036,368139,507057,957706
Flight Pilot Simulator 3D Free,4,2651253.0,100000000.0,4,965.5,0.9,0.0,GAME_ROLE_PLAYING,1680842,413154.0,208205,85294,263756,False,36800,563187,690526,185518
Angry Birds Epic RPG,5,2650536.0,10000000.0,4,310.2,0.0,0.0,GAME_ROLE_PLAYING,2095096,255252.0,104890,41878,153418,False,503824,151670,730316,88140
Eternium,6,2374967.0,10000000.0,4,0.5,1.1,0.0,GAME_ROLE_PLAYING,2064105,201653.0,57358,16101,35746,False,316539,834602,370606,53761
Star Wars™: Galaxy of Heroes,7,1710440.0,50000000.0,4,0.3,0.6,0.0,GAME_ROLE_PLAYING,1087749,274134.0,110300,55130,183125,False,770333,205953,667502,394669
몬스터 길들이기,8,1493476.0,10000000.0,4,0.0,0.1,0.0,GAME_ROLE_PLAYING,916890,183806.0,125740,58046,208992,False,884066,640051,648348,630941
Darkness Rises,9,1475764.0,10000000.0,4,0.5,1.1,0.0,GAME_ROLE_PLAYING,1086953,195959.0,71146,29100,92603,False,204076,91382,414303,493197
Hustle Castle: Medieval games in the kingdom,10,1424463.0,10000000.0,4,0.3,0.7,0.0,GAME_ROLE_PLAYING,956315,167107.0,59800,39531,201708,False,414820,62826,85686,768182
RAID: Shadow Legends,11,1363701.0,10000000.0,4,1.9,3.9,0.0,GAME_ROLE_PLAYING,919549,170753.0,64585,40706,168105,False,402550,609611,235835,199959
Tap Titans,12,1344784.0,10000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,1206706,67528.0,25703,9641,35204,False,172060,197340,828240,238352
Hero Wars – Hero Fantasy Multiplayer Battles,13,1311495.0,50000000.0,4,4.7,10.6,0.0,GAME_ROLE_PLAYING,1036086,107619.0,27019,15790,124979,False,797197,652616,878894,696681
MovieStarPlanet,14,1193550.0,10000000.0,3,0.0,0.1,0.0,GAME_ROLE_PLAYING,647071,155738.0,105157,55935,229646,False,363382,318090,389868,661211
Magic Rush: Heroes,15,1130195.0,10000000.0,4,0.0,0.1,0.0,GAME_ROLE_PLAYING,818101,125808.0,56193,24736,105355,False,949518,370357,787824,679137
세븐나이츠,16,937102.0,10000000.0,3,17025.0,0.1,0.0,GAME_ROLE_PLAYING,528121,88140.0,76690,38540,205610,False,697717,999654,229222,740027
Idle Heroes,17,914423.0,10000000.0,4,1.1,2.1,0.0,GAME_ROLE_PLAYING,724371,77956.0,31174,14878,66041,False,291432,290091,176835,969385
RPG Toram Online - MMORPG,18,910412.0,10000000.0,4,805.0,1.9,0.0,GAME_ROLE_PLAYING,670148,130534.0,48808,15731,45189,False,877106,598923,781091,652941
Shakes and Fidget,19,898630.0,5000000.0,4,0.5,1.1,0.0,GAME_ROLE_PLAYING,695406,145860.0,32061,8424,16877,False,485731,371730,189496,984771
Tap Titans 2: Heroes Attack Titans. Clicker on!,20,887982.0,10000000.0,4,1.0,2.3,0.0,GAME_ROLE_PLAYING,696871,118164.0,38208,9681,25056,False,152328,898183,508197,454033
Kritika: The White Knights,21,880376.0,10000000.0,4,718.4,0.1,0.0,GAME_ROLE_PLAYING,614909,107710.0,53285,23653,80817,False,712080,438235,468883,490613
FINAL FANTASY BRAVE EXVIUS,22,825827.0,10000000.0,4,0.2,0.3,0.0,GAME_ROLE_PLAYING,527674,133134.0,51983,25372,87661,False,77525,294086,485968,926547
Dungeon Hunter 5 – Action RPG,23,765525.0,10000000.0,3,0.1,0.2,0.0,GAME_ROLE_PLAYING,453136,95928.0,54217,30073,132169,False,64529,590800,735497,801815
The Wolf,24,758951.0,10000000.0,4,1.9,3.4,0.0,GAME_ROLE_PLAYING,567469,91326.0,36052,16252,47850,False,129739,725175,900053,432674
Brave Frontier,25,732372.0,10000000.0,4,0.0,0.1,0.0,GAME_ROLE_PLAYING,518719,100269.0,41029,18510,53842,False,476591,44774,348129,598629
Identity V,26,705186.0,10000000.0,4,1.1,2.6,0.0,GAME_ROLE_PLAYING,454148,86399.0,47648,25101,91887,False,946503,375298,157371,160433
ONE PIECE TREASURE CRUISE,27,687214.0,10000000.0,4,0.9,2.1,0.0,GAME_ROLE_PLAYING,499705,95877.0,32128,12298,47204,False,907034,876641,81030,598340
Super Stylist - Makeover & Style Fashion Guru,28,667980.0,50000000.0,4,4.1,8.2,0.0,GAME_ROLE_PLAYING,460506,85901.0,42462,21843,57264,False,234759,775120,370651,904703
School of Dragons,29,666442.0,10000000.0,4,0.4,1.0,0.0,GAME_ROLE_PLAYING,444291,75196.0,44462,23315,79175,False,226622,19648,709342,210262
Mobile Legends: Adventure,30,644802.0,10000000.0,4,2.8,6.2,0.0,GAME_ROLE_PLAYING,513670,65317.0,20016,8845,36952,False,802453,895708,901061,311011
International Fashion Stylist - Dress Up Games,31,632926.0,10000000.0,4,2.4,5.1,0.0,GAME_ROLE_PLAYING,453861,77554.0,38017,16740,46752,False,815251,717269,11592,223843
Battle Camp - Monster Catching,32,612572.0,10000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,412770,54959.0,36609,16832,91399,False,907203,330947,905631,19983
My Candy Love - Episode / Otome game,33,597411.0,10000000.0,4,0.5,0.8,0.0,GAME_ROLE_PLAYING,369440,84434.0,46630,23095,73810,False,185606,694614,733360,736326
"Day R Survival – Apocalypse, Lone Survivor and RPG",34,594700.0,10000000.0,4,0.8,1.7,0.0,GAME_ROLE_PLAYING,450467,74953.0,23915,12207,33155,False,401817,376266,417885,725043
Don't get fired!,35,572359.0,5000000.0,4,1.0,2.0,0.0,GAME_ROLE_PLAYING,382074,94649.0,39645,14670,41319,False,317925,773213,503063,847584
LifeAfter,36,569162.0,10000000.0,3,1.4,3.4,0.0,GAME_ROLE_PLAYING,368097,37701.0,30963,21455,110945,False,826145,630114,194172,227567
Inotia 4,37,558013.0,5000000.0,4,0.1,0.1,0.0,GAME_ROLE_PLAYING,395714,92102.0,34423,9208,26564,False,343660,915633,196912,640878
Dragon Village,38,556175.0,5000000.0,4,0.1,0.2,0.0,GAME_ROLE_PLAYING,407087,51168.0,33739,13251,50928,False,534244,690517,338162,157135
MARVEL Strike Force - Squad RPG,39,553833.0,10000000.0,3,1.6,3.3,0.0,GAME_ROLE_PLAYING,281401,76022.0,42302,49578,104528,False,641003,342236,488887,837254
Game of Sultans,40,547967.0,10000000.0,4,4.9,8.5,0.0,GAME_ROLE_PLAYING,378419,75961.0,30792,13367,49425,False,634454,22216,67958,490436
Sky: Children of the Light,41,538673.0,10000000.0,4,4.4,9.4,0.0,GAME_ROLE_PLAYING,438556,47143.0,16802,7679,28491,False,963902,440495,430554,935235
Age of Warring Empire,42,524462.0,10000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,345143,79079.0,36211,14372,49655,False,965978,81842,122929,592041
레이븐 : LEGION,43,518434.0,5000000.0,4,0.0,0.2,0.0,GAME_ROLE_PLAYING,324117,79581.0,37928,14686,62119,False,225557,55506,500374,804253
Crusaders Quest,44,516540.0,5000000.0,4,0.1,0.1,0.0,GAME_ROLE_PLAYING,394331,59201.0,21524,8270,33211,False,382328,679033,112019,169419
Galaxy Legend - Cosmic Conquest Sci-Fi Game,45,514023.0,10000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,316918,65188.0,37865,15150,78899,False,932888,810902,519442,409077
"My Bakery Empire - Bake, Decorate & Serve Cakes",46,513522.0,100000000.0,4,2.3,5.0,0.0,GAME_ROLE_PLAYING,361164,40462.0,27413,18348,66132,False,496525,214019,762694,568540
Heroes Charge,47,504968.0,10000000.0,4,0.6,1.6,0.0,GAME_ROLE_PLAYING,439888,10359.0,8749,6339,39629,False,769502,507747,285390,762913
Operate Now: Hospital - Surgery Simulator Game,48,503826.0,50000000.0,3,0.4,0.8,0.0,GAME_ROLE_PLAYING,289263,38358.0,35005,28656,112541,False,695286,284443,964511,136686
School of Chaos Online MMORPG,49,503643.0,10000000.0,4,0.2,0.5,0.0,GAME_ROLE_PLAYING,335781,35856.0,25781,18113,88109,False,491320,370821,841698,512679
Ninja Turtles: Legends,50,494101.0,10000000.0,4,1.0,1.9,0.0,GAME_ROLE_PLAYING,368890,45042.0,22761,12633,44773,False,489347,342570,711731,47723
Grim Soul: Dark Fantasy Survival,51,490756.0,10000000.0,4,1.8,4.4,0.0,GAME_ROLE_PLAYING,337466,79331.0,29799,12802,31356,False,966725,635545,867517,776415
The Seven Deadly Sins: Grand Cross,52,487726.0,10000000.0,4,2.5,6.5,0.0,GAME_ROLE_PLAYING,332747,53409.0,25678,14273,61616,False,610045,670868,548413,30468
Order & Chaos Online 3D MMORPG,53,474469.0,5000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,321723,49520.0,26088,13438,63697,False,153213,947153,336540,716271
Angry Birds Evolution 2021,54,467209.0,10000000.0,4,0.2,0.4,0.0,GAME_ROLE_PLAYING,317412,59037.0,28604,14791,47363,False,655250,126204,513532,569443
King's Throne: Game of Conquest,55,464201.0,1000000.0,4,5.0,9.0,0.0,GAME_ROLE_PLAYING,259353,118989.0,61879,10613,13364,False,726286,414843,415051,892994
AVABEL ONLINE [Action MMORPG],56,463791.0,10000000.0,4,0.2,0.3,0.0,GAME_ROLE_PLAYING,263061,79102.0,55812,17289,48525,False,758630,312201,612718,907138
Seven Knights,57,459149.0,10000000.0,4,0.0,0.1,0.0,GAME_ROLE_PLAYING,316149,44853.0,25447,15270,57427,False,539564,410577,511814,524742
Shadow Fight Arena — PvP Fighting game,58,433067.0,5000000.0,4,18.2,32.4,0.0,GAME_ROLE_PLAYING,350218,32714.0,13508,7151,29474,False,431737,79394,259023,803729
ONE PIECE トレジャークルーズ,59,423249.0,1000000.0,4,0.6,0.9,0.0,GAME_ROLE_PLAYING,238516,97107.0,57024,11426,19174,False,138519,964743,195122,306546
Monster High™ Beauty Shop: Fangtastic Fashion Game,60,418992.0,10000000.0,4,2.1,4.4,0.0,GAME_ROLE_PLAYING,285038,47406.0,26709,15312,44525,False,285367,217662,600176,689728
Magic Rampage,61,414159.0,10000000.0,4,1.5,3.2,0.0,GAME_ROLE_PLAYING,338835,41096.0,13688,5042,15496,False,80705,554025,73045,183954
Summoners War,62,413804.0,50000000.0,4,0.2,0.1,0.0,GAME_ROLE_PLAYING,284653,55093.0,21603,11546,40907,False,781570,226039,163940,325830
Vampire's Fall: Origins RPG,63,409319.0,5000000.0,4,2.5,4.9,0.0,GAME_ROLE_PLAYING,307543,66903.0,17200,5137,12533,False,732461,632436,686064,439189
Monster Super League,64,406697.0,5000000.0,4,0.3,0.7,0.0,GAME_ROLE_PLAYING,288242,61345.0,21730,8612,26766,False,170891,502868,18726,334083
Arcane Legends MMO-Action RPG,65,398449.0,10000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,272495,43944.0,26106,11438,44464,False,509378,167270,21378,267895
Age of Magic: Turn-Based Magic RPG & Strategy Game,66,395402.0,5000000.0,4,0.7,1.5,0.0,GAME_ROLE_PLAYING,289124,43996.0,17756,9241,35283,False,769370,346859,633434,440173
Pokémon Masters EX,67,393787.0,10000000.0,4,1.5,3.3,0.0,GAME_ROLE_PLAYING,259564,52468.0,24049,11536,46167,False,894933,957196,109965,904788
BLOCK STORY,68,393183.0,10000000.0,4,0.1,0.1,0.0,GAME_ROLE_PLAYING,284293,47015.0,22967,9199,29707,False,934721,901072,406672,423395
Questland: Turn Based RPG,69,386821.0,5000000.0,4,3.3,6.0,0.0,GAME_ROLE_PLAYING,334309,31876.0,8338,3281,9016,False,658999,103020,354715,561082
Pocket Troops: Strategy RPG,70,382714.0,10000000.0,4,0.0,0.1,0.0,GAME_ROLE_PLAYING,270191,47911.0,18236,9425,36949,False,401559,928151,916474,235833
ZENONIA® 5,71,380907.0,10000000.0,4,0.1,0.0,0.0,GAME_ROLE_PLAYING,266068,49217.0,22446,8261,34913,False,447792,979134,540380,261861
WWE Champions 2021,72,373793.0,10000000.0,3,0.3,0.7,0.0,GAME_ROLE_PLAYING,215662,37106.0,26813,17118,77092,False,748805,604513,801420,498941
Heroes of Camelot,73,371730.0,5000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,227672,52313.0,24459,13912,53372,False,175600,749483,672044,637946
Assassin's Creed Rebellion: Adventure RPG,74,371644.0,5000000.0,4,0.3,0.7,0.0,GAME_ROLE_PLAYING,239729,60883.0,26866,13154,31009,False,610224,757642,451264,810334
Black Desert Mobile,75,368592.0,10000000.0,4,1.1,2.3,0.0,GAME_ROLE_PLAYING,237377,44513.0,23085,13663,49952,False,859644,207596,440047,860901
Guardian Hunter: SuperBrawlRPG [Online],76,366341.0,1000000.0,4,0.0,0.0,0.0,GAME_ROLE_PLAYING,249430,55784.0,25086,9129,26910,False,879860,939336,15089,270052
Guardian Tales,77,364398.0,1000000.0,4,5.3,10.4,0.0,GAME_ROLE_PLAYING,301336,35050.0,10864,4773,12372,False,504026,978664,677902,583704
Postknight,78,362652.0,5000000.0,4,1.1,2.2,0.0,GAME_ROLE_PLAYING,305733,35318.0,11138,3945,6515,False,980380,647374,186205,908127
Fashion Empire - Dressup Boutique Sim,79,361987.0,10000000.0,3,0.4,0.7,0.0,GAME_ROLE_PLAYING,229584,33544.0,22596,15280,60981,False,134090,459728,175629,159076
ملكة الموضة | لعبة قصص و تمثيل,80,358237.0,5000000.0,4,7.1,16.5,0.0,GAME_ROLE_PLAYING,314420,16260.0,7209,4146,16201,False,592005,83700,164630,508209
Time Princess,81,357910.0,5000000.0,4,8.5,20.8,0.0,GAME_ROLE_PLAYING,295735,34364.0,16188,4354,7266,False,106939,407957,368182,934779
MARVEL Puzzle Quest: Join the Super Hero Battle!,82,351850.0,10000000.0,4,0.3,0.6,0.0,GAME_ROLE_PLAYING,221235,57641.0,24241,12944,35787,False,245403,466576,464620,380953
Ragnarok M: Eternal Love,83,340801.0,5000000.0,4,1.3,2.8,0.0,GAME_ROLE_PLAYING,259507,39684.0,15411,4777,21419,False,474006,577324,220845,120968
Cat Runner: Decorate Home,84,334232.0,100000000.0,4,5.4,10.8,0.0,GAME_ROLE_PLAYING,233444,25663.0,16683,13001,45439,False,532942,919202,844617,747229
Cookie Run: Kingdom - Kingdom Builder & Battle RPG,85,332270.0,5000000.0,4,8.8,28.9,0.0,GAME_ROLE_PLAYING,248965,33709.0,15915,6697,26981,False,458368,49294,965203,165921
Wolvesville - Werewolf Online,86,328319.0,10000000.0,4,1.7,3.3,0.0,GAME_ROLE_PLAYING,239892,45313.0,15416,5865,21830,False,171104,418812,867020,67389
Ice Skating Ballerina - Dance Challenge Arena,87,327986.0,10000000.0,4,0.3,0.7,0.0,GAME_ROLE_PLAYING,217841,36644.0,22216,12391,38891,False,486411,277328,432318,397248
Hotel Hideaway: Virtual World,88,324192.0,5000000.0,4,2.2,4.9,0.0,GAME_ROLE_PLAYING,235330,29057.0,16734,9420,33648,False,537629,423305,350771,734469
Guild of Heroes: Magic RPG | Wizard game,89,320930.0,5000000.0,4,0.7,1.3,0.0,GAME_ROLE_PLAYING,256626,25415.0,10304,6376,22207,False,912499,190736,670964,453967
Era of Celestials,90,317023.0,10000000.0,4,0.1,0.2,0.0,GAME_ROLE_PLAYING,217629,30073.0,17135,10530,41653,False,265269,250186,170700,151540
Decisions－Interactive Role Playing Love Story Game,91,313301.0,10000000.0,4,2.4,5.2,0.0,GAME_ROLE_PLAYING,204972,37865.0,25592,12761,32108,False,355994,418830,53147,121826
Evertale,92,311126.0,1000000.0,4,725.3,5.1,0.99,GAME_ROLE_PLAYING,222761,32884.0,15877,9298,30304,True,821158,490093,643238,359839
Nonstop Knight - Offline Idle RPG Clicker,93,302340.0,5000000.0,4,0.1,0.1,0.0,GAME_ROLE_PLAYING,214245,39705.0,19137,8414,20836,False,38358,710505,298429,988196
리니지2 레볼루션,94,300651.0,5000000.0,3,0.0,0.0,0.0,GAME_ROLE_PLAYING,159232,45041.0,29484,12679,54213,False,552503,717523,176912,164445
